Dates,PX_LAST
#NAME?,16.66
4/10/1968,103.71
7/10/1968,103.7
8/10/1968,103.74
10/10/1968,103.29
11/10/1968,103.18
14/10/1968,103.32
15/10/1968,103.53
17/10/1968,104.01
18/10/1968,104.82
21/10/1968,104.99
22/10/1968,104.57
24/10/1968,103.84
25/10/1968,104.2
28/10/1968,103.9
29/10/1968,103.8
31/10/1968,103.41
1/11/1968,103.06
4/11/1968,103.1
6/11/1968,103.27
7/11/1968,103.5
8/11/1968,103.95
12/11/1968,104.62
13/11/1968,105.13
14/11/1968,105.2
15/11/1968,105.78
18/11/1968,105.92
19/11/1968,106.14
21/11/1968,105.97
22/11/1968,106.3
25/11/1968,106.48
26/11/1968,107.26
27/11/1968,107.76
29/11/1968,108.37
2/12/1968,108.12
3/12/1968,108.02
5/12/1968,107.67
6/12/1968,107.93
9/12/1968,107.66
10/12/1968,107.39
12/12/1968,107.32
13/12/1968,107.58
16/12/1968,107.1
17/12/1968,106.66
19/12/1968,106.97
20/12/1968,106.34
23/12/1968,105.21
24/12/1968,105.04
26/12/1968,105.15
27/12/1968,104.74
30/12/1968,103.8
31/12/1968,103.86
2/1/1969,103.93
3/1/1969,103.99
6/1/1969,102.47
7/1/1969,101.22
8/1/1969,100.8
9/1/1969,101.22
10/1/1969,100.93
13/1/1969,100.44
14/1/1969,101.13
15/1/1969,101.62
16/1/1969,102.18
17/1/1969,102.03
20/1/1969,101.69
21/1/1969,101.63
22/1/1969,101.98
23/1/1969,102.43
24/1/1969,102.38
27/1/1969,102.4
28/1/1969,102.41
29/1/1969,102.51
30/1/1969,102.55
31/1/1969,103.01
3/2/1969,102.89
4/2/1969,102.92
5/2/1969,103.2
6/2/1969,103.54
7/2/1969,103.53
11/2/1969,103.65
12/2/1969,103.63
13/2/1969,103.71
14/2/1969,103.61
17/2/1969,102.44
18/2/1969,101.4
19/2/1969,100.65
20/2/1969,99.97
24/2/1969,98.6
25/2/1969,97.98
26/2/1969,98.45
27/2/1969,98.14
28/2/1969,98.13
3/3/1969,98.38
4/3/1969,99.32
5/3/1969,99.71
6/3/1969,98.7
7/3/1969,98.65
10/3/1969,98.99
11/3/1969,99.32
12/3/1969,99.05
13/3/1969,98.39
14/3/1969,98
17/3/1969,98.25
18/3/1969,98.49
19/3/1969,99.21
20/3/1969,99.84
21/3/1969,99.63
24/3/1969,99.5
25/3/1969,99.66
26/3/1969,100.39
27/3/1969,101.1
28/3/1969,101.51
1/4/1969,101.42
2/4/1969,100.78
3/4/1969,100.68
7/4/1969,99.89
8/4/1969,100.14
9/4/1969,101.02
10/4/1969,101.55
11/4/1969,101.65
14/4/1969,101.57
15/4/1969,101.53
16/4/1969,100.63
17/4/1969,100.78
18/4/1969,101.24
21/4/1969,100.56
22/4/1969,100.78
23/4/1969,100.8
24/4/1969,101.27
25/4/1969,101.72
28/4/1969,102.03
29/4/1969,102.79
30/4/1969,103.69
1/5/1969,103.51
2/5/1969,104
5/5/1969,104.37
6/5/1969,104.86
7/5/1969,104.67
8/5/1969,105.1
9/5/1969,105.05
12/5/1969,104.89
13/5/1969,105.34
14/5/1969,106.16
15/5/1969,105.85
16/5/1969,105.94
19/5/1969,104.97
20/5/1969,104.04
21/5/1969,104.47
22/5/1969,104.6
23/5/1969,104.59
26/5/1969,104.36
27/5/1969,103.57
28/5/1969,103.26
29/5/1969,103.46
2/6/1969,102.94
3/6/1969,102.63
4/6/1969,102.59
5/6/1969,102.76
6/6/1969,102.12
9/6/1969,101.2
10/6/1969,100.42
11/6/1969,99.05
12/6/1969,98.26
13/6/1969,98.65
16/6/1969,98.32
17/6/1969,97.95
18/6/1969,97.81
19/6/1969,97.24
20/6/1969,96.67
23/6/1969,96.23
24/6/1969,97.32
25/6/1969,97.01
26/6/1969,97.25
27/6/1969,97.33
30/6/1969,97.71
1/7/1969,98.08
2/7/1969,98.94
3/7/1969,99.61
7/7/1969,99.03
8/7/1969,97.63
9/7/1969,96.88
10/7/1969,95.38
11/7/1969,95.77
14/7/1969,94.55
15/7/1969,94.24
16/7/1969,95.18
17/7/1969,95.76
18/7/1969,94.95
22/7/1969,93.52
23/7/1969,93.12
24/7/1969,92.8
25/7/1969,92.06
28/7/1969,90.21
29/7/1969,89.48
30/7/1969,89.93
31/7/1969,91.83
1/8/1969,93.47
4/8/1969,92.99
5/8/1969,93.41
6/8/1969,93.92
7/8/1969,93.99
8/8/1969,93.94
11/8/1969,93.36
12/8/1969,92.63
13/8/1969,92.7
14/8/1969,93.34
15/8/1969,94
18/8/1969,94.57
19/8/1969,95.07
20/8/1969,95.07
21/8/1969,95.35
22/8/1969,95.92
25/8/1969,94.93
26/8/1969,94.3
27/8/1969,94.49
28/8/1969,94.89
29/8/1969,95.51
2/9/1969,95.54
3/9/1969,94.98
4/9/1969,94.2
5/9/1969,93.64
8/9/1969,92.7
9/9/1969,93.38
10/9/1969,94.95
11/9/1969,94.22
12/9/1969,94.13
15/9/1969,94.87
16/9/1969,94.95
17/9/1969,94.76
18/9/1969,94.9
19/9/1969,95.19
22/9/1969,95.63
23/9/1969,95.63
24/9/1969,95.5
25/9/1969,94.77
26/9/1969,94.16
29/9/1969,93.41
30/9/1969,93.12
1/10/1969,92.52
2/10/1969,93.24
3/10/1969,93.19
6/10/1969,93.36
7/10/1969,93.09
8/10/1969,92.67
9/10/1969,93.03
10/10/1969,93.56
13/10/1969,94.95
14/10/1969,95.7
15/10/1969,95.72
16/10/1969,96.37
17/10/1969,96.25
20/10/1969,96.46
21/10/1969,97.2
22/10/1969,97.83
23/10/1969,97.46
24/10/1969,98.12
27/10/1969,97.94
28/10/1969,97.66
29/10/1969,96.81
30/10/1969,96.93
31/10/1969,97.24
3/11/1969,97.15
4/11/1969,97.21
5/11/1969,97.64
6/11/1969,97.67
7/11/1969,98.26
10/11/1969,98.33
11/11/1969,98.07
12/11/1969,97.89
13/11/1969,97.42
14/11/1969,97.07
17/11/1969,96.41
18/11/1969,96.39
19/11/1969,95.9
20/11/1969,94.91
21/11/1969,94.32
24/11/1969,93.24
25/11/1969,92.94
26/11/1969,93.27
28/11/1969,93.81
1/12/1969,93.22
2/12/1969,92.65
3/12/1969,91.65
4/12/1969,91.95
5/12/1969,91.73
8/12/1969,90.63
9/12/1969,90.55
10/12/1969,90.48
11/12/1969,90.52
12/12/1969,90.81
15/12/1969,90.54
16/12/1969,89.72
17/12/1969,89.2
18/12/1969,90.61
19/12/1969,91.38
22/12/1969,90.58
23/12/1969,90.23
24/12/1969,91.18
26/12/1969,91.89
29/12/1969,91.25
30/12/1969,91.6
31/12/1969,92.06
2/1/1970,93
5/1/1970,93.46
6/1/1970,92.82
7/1/1970,92.63
8/1/1970,92.68
9/1/1970,92.4
12/1/1970,91.7
13/1/1970,91.79
14/1/1970,91.65
15/1/1970,91.68
16/1/1970,90.92
19/1/1970,89.65
20/1/1970,89.83
21/1/1970,89.91
22/1/1970,89.95
23/1/1970,89.07
26/1/1970,88.17
27/1/1970,87.62
28/1/1970,86.79
29/1/1970,85.69
30/1/1970,85.02
2/2/1970,85.75
3/2/1970,86.77
4/2/1970,86.24
5/2/1970,85.9
6/2/1970,86.33
9/2/1970,87.01
10/2/1970,86.1
11/2/1970,86.94
12/2/1970,86.73
13/2/1970,86.54
16/2/1970,86.47
17/2/1970,86.37
18/2/1970,87.44
19/2/1970,87.76
20/2/1970,88.03
24/2/1970,87.99
25/2/1970,89.35
26/2/1970,88.9
27/2/1970,89.5
2/3/1970,89.71
3/3/1970,90.23
4/3/1970,90.04
5/3/1970,90
6/3/1970,89.44
9/3/1970,88.51
10/3/1970,88.75
11/3/1970,88.69
12/3/1970,88.33
13/3/1970,87.86
16/3/1970,86.91
17/3/1970,87.29
18/3/1970,87.54
19/3/1970,87.42
20/3/1970,87.06
23/3/1970,86.99
24/3/1970,87.98
25/3/1970,89.77
26/3/1970,89.92
30/3/1970,89.63
31/3/1970,89.63
1/4/1970,90.07
2/4/1970,89.79
3/4/1970,89.39
6/4/1970,88.76
7/4/1970,88.52
8/4/1970,88.49
9/4/1970,88.53
10/4/1970,88.24
13/4/1970,87.64
14/4/1970,86.89
15/4/1970,86.73
16/4/1970,85.88
17/4/1970,85.67
20/4/1970,85.83
21/4/1970,85.38
22/4/1970,84.27
23/4/1970,83.04
24/4/1970,82.77
27/4/1970,81.46
28/4/1970,80.27
29/4/1970,81.81
30/4/1970,81.52
1/5/1970,81.44
4/5/1970,79
5/5/1970,78.6
6/5/1970,79.47
7/5/1970,79.83
8/5/1970,79.44
11/5/1970,78.6
12/5/1970,77.85
13/5/1970,76.53
14/5/1970,75.44
15/5/1970,76.9
18/5/1970,76.96
19/5/1970,75.46
20/5/1970,73.52
21/5/1970,72.16
22/5/1970,72.25
25/5/1970,70.25
26/5/1970,69.29
27/5/1970,72.77
28/5/1970,74.61
29/5/1970,76.55
1/6/1970,77.84
2/6/1970,77.84
3/6/1970,78.52
4/6/1970,77.36
5/6/1970,76.17
8/6/1970,76
9/6/1970,76.25
10/6/1970,75.48
11/6/1970,74.45
12/6/1970,74.21
15/6/1970,74.38
16/6/1970,76.15
17/6/1970,76
18/6/1970,76.51
19/6/1970,77.05
22/6/1970,76.64
23/6/1970,74.76
24/6/1970,73.97
25/6/1970,74.02
26/6/1970,73.47
29/6/1970,72.89
30/6/1970,72.72
1/7/1970,73.04
2/7/1970,72.92
6/7/1970,71.78
7/7/1970,71.23
8/7/1970,73
9/7/1970,74.06
10/7/1970,74.57
13/7/1970,74.48
14/7/1970,74.42
15/7/1970,75.23
16/7/1970,76.34
17/7/1970,77.69
20/7/1970,77.72
21/7/1970,76.98
22/7/1970,77.03
23/7/1970,78
24/7/1970,77.82
27/7/1970,77.65
28/7/1970,77.77
29/7/1970,78.04
30/7/1970,78.07
31/7/1970,78.05
3/8/1970,77.02
4/8/1970,77.19
5/8/1970,77.18
6/8/1970,77.08
7/8/1970,77.28
10/8/1970,76.2
11/8/1970,75.82
12/8/1970,75.42
13/8/1970,74.76
14/8/1970,75.18
17/8/1970,75.33
18/8/1970,76.2
19/8/1970,76.96
20/8/1970,77.64
21/8/1970,79.24
24/8/1970,80.99
25/8/1970,81.12
26/8/1970,81.21
27/8/1970,81.08
28/8/1970,81.86
31/8/1970,81.52
1/9/1970,80.95
2/9/1970,80.96
3/9/1970,82.09
4/9/1970,82.83
8/9/1970,83.04
9/9/1970,82.79
10/9/1970,82.3
11/9/1970,82.52
14/9/1970,82.07
15/9/1970,81.36
16/9/1970,81.79
17/9/1970,82.29
18/9/1970,82.62
21/9/1970,81.91
22/9/1970,81.66
23/9/1970,82.83
24/9/1970,83.91
25/9/1970,83.97
28/9/1970,83.86
29/9/1970,84.3
30/9/1970,84.21
1/10/1970,84.32
2/10/1970,85.16
5/10/1970,86.47
6/10/1970,86.85
7/10/1970,86.89
8/10/1970,85.95
9/10/1970,85.08
12/10/1970,84.17
13/10/1970,84.06
14/10/1970,84.19
15/10/1970,84.65
16/10/1970,84.28
19/10/1970,83.15
20/10/1970,83.64
21/10/1970,83.66
22/10/1970,83.38
23/10/1970,83.77
26/10/1970,83.31
27/10/1970,83.12
28/10/1970,83.43
29/10/1970,83.36
30/10/1970,83.25
2/11/1970,83.51
3/11/1970,84.22
4/11/1970,84.39
5/11/1970,84.1
6/11/1970,84.22
9/11/1970,84.67
10/11/1970,84.79
11/11/1970,85.03
12/11/1970,84.15
13/11/1970,83.37
16/11/1970,83.24
17/11/1970,83.34
18/11/1970,82.79
19/11/1970,82.91
20/11/1970,83.72
23/11/1970,84.24
24/11/1970,84.78
25/11/1970,85.09
27/11/1970,85.93
30/11/1970,87.2
1/12/1970,87.47
2/12/1970,88.48
3/12/1970,88.9
4/12/1970,89.46
7/12/1970,89.94
8/12/1970,89.47
9/12/1970,89.54
10/12/1970,89.92
11/12/1970,90.26
14/12/1970,89.8
15/12/1970,89.66
16/12/1970,89.72
17/12/1970,90.04
18/12/1970,90.22
21/12/1970,89.94
22/12/1970,90.04
23/12/1970,90.1
24/12/1970,90.61
28/12/1970,91.09
29/12/1970,92.08
30/12/1970,92.27
31/12/1970,92.15
4/1/1971,91.15
5/1/1971,91.8
6/1/1971,92.35
7/1/1971,92.38
8/1/1971,92.19
11/1/1971,91.98
12/1/1971,92.72
13/1/1971,92.56
14/1/1971,92.8
15/1/1971,93.03
18/1/1971,93.41
19/1/1971,93.76
20/1/1971,93.78
21/1/1971,94.19
22/1/1971,94.88
25/1/1971,95.28
26/1/1971,95.59
27/1/1971,94.89
28/1/1971,95.21
29/1/1971,95.88
1/2/1971,96.42
2/2/1971,96.43
3/2/1971,96.63
4/2/1971,96.62
5/2/1971,96.93
8/2/1971,97.45
9/2/1971,97.51
10/2/1971,97.39
11/2/1971,97.91
12/2/1971,98.43
16/2/1971,98.66
17/2/1971,98.2
18/2/1971,97.56
19/2/1971,96.74
22/2/1971,95.72
23/2/1971,96.09
24/2/1971,96.73
25/2/1971,96.92
26/2/1971,96.75
1/3/1971,97
2/3/1971,96.98
3/3/1971,96.95
4/3/1971,97.92
5/3/1971,98.96
8/3/1971,99.38
9/3/1971,99.46
10/3/1971,99.3
11/3/1971,99.39
12/3/1971,99.57
15/3/1971,100.71
16/3/1971,101.21
17/3/1971,101.12
18/3/1971,101.19
19/3/1971,101.01
22/3/1971,100.62
23/3/1971,100.28
24/3/1971,99.62
25/3/1971,99.61
26/3/1971,99.95
29/3/1971,100.03
30/3/1971,100.26
31/3/1971,100.31
1/4/1971,100.39
2/4/1971,100.56
5/4/1971,100.79
6/4/1971,101.51
7/4/1971,101.98
8/4/1971,102.1
12/4/1971,102.88
13/4/1971,102.98
14/4/1971,103.37
15/4/1971,103.52
16/4/1971,103.49
19/4/1971,104.01
20/4/1971,103.61
21/4/1971,103.36
22/4/1971,103.56
23/4/1971,104.05
26/4/1971,103.94
27/4/1971,104.39
28/4/1971,104.77
29/4/1971,104.63
30/4/1971,103.95
3/5/1971,103.29
4/5/1971,103.79
5/5/1971,103.78
6/5/1971,103.23
7/5/1971,102.87
10/5/1971,102.36
11/5/1971,102.62
12/5/1971,102.9
13/5/1971,102.69
14/5/1971,102.21
17/5/1971,100.69
18/5/1971,100.83
19/5/1971,101.07
20/5/1971,101.31
21/5/1971,100.99
24/5/1971,100.13
25/5/1971,99.47
26/5/1971,99.59
27/5/1971,99.4
28/5/1971,99.63
1/6/1971,100.2
2/6/1971,100.96
3/6/1971,101.01
4/6/1971,101.3
7/6/1971,101.14
8/6/1971,100.32
9/6/1971,100.29
10/6/1971,100.64
11/6/1971,101.07
14/6/1971,100.22
15/6/1971,100.32
16/6/1971,100.52
17/6/1971,100.5
18/6/1971,98.97
21/6/1971,97.87
22/6/1971,97.59
23/6/1971,98.41
24/6/1971,98.17
25/6/1971,97.99
28/6/1971,97.74
29/6/1971,98.82
30/6/1971,99.7
1/7/1971,99.78
2/7/1971,99.78
6/7/1971,99.76
7/7/1971,100.04
8/7/1971,100.34
9/7/1971,100.69
12/7/1971,100.82
13/7/1971,99.5
14/7/1971,99.22
15/7/1971,99.28
16/7/1971,99.11
19/7/1971,98.93
20/7/1971,99.32
21/7/1971,99.28
22/7/1971,99.11
23/7/1971,98.94
26/7/1971,98.67
27/7/1971,97.78
28/7/1971,97.07
29/7/1971,96.02
30/7/1971,95.58
2/8/1971,95.96
3/8/1971,94.51
4/8/1971,93.89
5/8/1971,94.09
6/8/1971,94.25
9/8/1971,93.53
10/8/1971,93.54
11/8/1971,94.66
12/8/1971,96
13/8/1971,95.69
16/8/1971,98.76
17/8/1971,99.99
18/8/1971,98.6
19/8/1971,98.16
20/8/1971,98.33
23/8/1971,99.34
24/8/1971,100.4
25/8/1971,100.41
26/8/1971,100.24
27/8/1971,100.48
30/8/1971,99.52
31/8/1971,99.03
1/9/1971,99.07
2/9/1971,99.29
3/9/1971,100.69
7/9/1971,101.15
8/9/1971,101.34
9/9/1971,100.8
10/9/1971,100.42
13/9/1971,100.07
14/9/1971,99.34
15/9/1971,99.77
16/9/1971,99.66
17/9/1971,99.96
20/9/1971,99.68
21/9/1971,99.34
22/9/1971,98.47
23/9/1971,98.38
24/9/1971,98.15
27/9/1971,97.62
28/9/1971,97.88
29/9/1971,97.9
30/9/1971,98.34
1/10/1971,98.93
4/10/1971,99.21
5/10/1971,99.11
6/10/1971,99.82
7/10/1971,100.02
8/10/1971,99.36
11/10/1971,99.16
12/10/1971,99.57
13/10/1971,99.03
14/10/1971,98.13
15/10/1971,97.79
18/10/1971,97.35
19/10/1971,97
20/10/1971,95.65
21/10/1971,95.6
22/10/1971,95.51
25/10/1971,95.1
26/10/1971,94.74
27/10/1971,93.79
28/10/1971,93.96
29/10/1971,94.23
1/11/1971,92.8
2/11/1971,93.18
3/11/1971,94.91
4/11/1971,94.79
5/11/1971,94.46
8/11/1971,94.39
9/11/1971,94.46
10/11/1971,93.41
11/11/1971,92.12
12/11/1971,92.12
15/11/1971,91.81
16/11/1971,92.71
17/11/1971,92.85
18/11/1971,92.13
19/11/1971,91.61
22/11/1971,90.79
23/11/1971,90.16
24/11/1971,90.33
26/11/1971,91.94
29/11/1971,93.41
30/11/1971,93.99
1/12/1971,95.54
2/12/1971,95.84
3/12/1971,97.06
6/12/1971,96.51
7/12/1971,96.87
8/12/1971,96.92
9/12/1971,96.96
10/12/1971,97.69
13/12/1971,97.91
14/12/1971,97.67
15/12/1971,98.54
16/12/1971,99.74
17/12/1971,100.26
20/12/1971,101.55
21/12/1971,101.8
22/12/1971,101.18
23/12/1971,100.74
27/12/1971,100.95
28/12/1971,101.95
29/12/1971,102.21
30/12/1971,101.78
31/12/1971,102.09
3/1/1972,101.67
4/1/1972,102.09
5/1/1972,103.07
6/1/1972,103.51
7/1/1972,103.47
10/1/1972,103.32
11/1/1972,103.65
12/1/1972,103.59
13/1/1972,102.99
14/1/1972,103.39
17/1/1972,103.7
18/1/1972,104.05
19/1/1972,103.88
20/1/1972,103.88
21/1/1972,103.65
24/1/1972,102.57
25/1/1972,102.78
26/1/1972,102.5
27/1/1972,103.5
28/1/1972,104.16
31/1/1972,103.94
1/2/1972,104.01
2/2/1972,104.68
3/2/1972,104.64
4/2/1972,104.86
7/2/1972,104.54
8/2/1972,104.74
9/2/1972,105.55
10/2/1972,105.59
11/2/1972,105.08
14/2/1972,104.59
15/2/1972,105.03
16/2/1972,105.62
17/2/1972,105.59
18/2/1972,105.28
22/2/1972,105.29
23/2/1972,105.38
24/2/1972,105.45
25/2/1972,106.18
28/2/1972,106.19
29/2/1972,106.57
1/3/1972,107.35
2/3/1972,107.32
3/3/1972,107.94
6/3/1972,108.77
7/3/1972,108.87
8/3/1972,108.96
9/3/1972,108.94
10/3/1972,108.37
13/3/1972,107.33
14/3/1972,107.61
15/3/1972,107.75
16/3/1972,107.5
17/3/1972,107.92
20/3/1972,107.59
21/3/1972,106.69
22/3/1972,106.84
23/3/1972,107.75
24/3/1972,107.52
27/3/1972,107.3
28/3/1972,107.17
29/3/1972,106.49
30/3/1972,107.2
3/4/1972,107.48
4/4/1972,108.12
5/4/1972,109
6/4/1972,109.42
7/4/1972,109.62
10/4/1972,109.45
11/4/1972,109.76
12/4/1972,110.18
13/4/1972,109.91
14/4/1972,109.84
17/4/1972,109.51
18/4/1972,109.77
19/4/1972,109.2
20/4/1972,109.04
21/4/1972,108.89
24/4/1972,108.19
25/4/1972,107.12
26/4/1972,106.89
27/4/1972,107.05
28/4/1972,107.67
1/5/1972,106.69
2/5/1972,106.08
3/5/1972,105.99
4/5/1972,106.25
5/5/1972,106.63
8/5/1972,106.14
9/5/1972,104.74
10/5/1972,105.42
11/5/1972,105.77
12/5/1972,106.38
15/5/1972,106.86
16/5/1972,106.66
17/5/1972,106.89
18/5/1972,107.94
19/5/1972,108.98
22/5/1972,109.69
23/5/1972,109.78
24/5/1972,110.31
25/5/1972,110.46
26/5/1972,110.66
30/5/1972,110.35
31/5/1972,109.53
1/6/1972,109.69
2/6/1972,109.73
5/6/1972,108.82
6/6/1972,108.21
7/6/1972,107.65
8/6/1972,107.28
9/6/1972,106.86
12/6/1972,107.01
13/6/1972,107.55
14/6/1972,108.39
15/6/1972,108.44
16/6/1972,108.36
19/6/1972,108.11
20/6/1972,108.56
21/6/1972,108.79
22/6/1972,108.68
23/6/1972,108.27
26/6/1972,107.48
27/6/1972,107.37
28/6/1972,107.02
29/6/1972,106.82
30/6/1972,107.14
3/7/1972,107.49
5/7/1972,108.1
6/7/1972,109.04
7/7/1972,108.69
10/7/1972,108.11
11/7/1972,107.32
12/7/1972,106.89
13/7/1972,106.28
14/7/1972,106.8
17/7/1972,105.88
18/7/1972,105.83
19/7/1972,106.14
20/7/1972,105.81
21/7/1972,106.66
24/7/1972,107.92
25/7/1972,107.6
26/7/1972,107.53
27/7/1972,107.28
28/7/1972,107.38
31/7/1972,107.39
1/8/1972,108.4
2/8/1972,109.29
3/8/1972,110.14
4/8/1972,110.43
7/8/1972,110.61
8/8/1972,110.69
9/8/1972,110.86
10/8/1972,111.05
11/8/1972,111.95
14/8/1972,112.55
15/8/1972,112.06
16/8/1972,111.66
17/8/1972,111.34
18/8/1972,111.76
21/8/1972,111.72
22/8/1972,112.41
23/8/1972,112.26
24/8/1972,111.02
25/8/1972,110.67
28/8/1972,110.23
29/8/1972,110.41
30/8/1972,110.57
31/8/1972,111.09
1/9/1972,111.51
5/9/1972,111.23
6/9/1972,110.55
7/9/1972,110.29
8/9/1972,110.15
11/9/1972,109.51
12/9/1972,108.47
13/9/1972,108.9
14/9/1972,108.93
15/9/1972,108.81
18/9/1972,108.61
19/9/1972,108.55
20/9/1972,108.6
21/9/1972,108.43
22/9/1972,108.52
25/9/1972,108.05
26/9/1972,108.17
27/9/1972,109.66
28/9/1972,110.35
29/9/1972,110.55
2/10/1972,110.16
3/10/1972,110.3
4/10/1972,110.09
5/10/1972,108.89
6/10/1972,109.62
9/10/1972,109.9
10/10/1972,109.99
11/10/1972,109.5
12/10/1972,108.6
13/10/1972,107.92
16/10/1972,106.77
17/10/1972,107.5
18/10/1972,108.19
19/10/1972,108.05
20/10/1972,109.24
23/10/1972,110.35
24/10/1972,110.81
25/10/1972,110.72
26/10/1972,110.99
27/10/1972,110.62
30/10/1972,110.59
31/10/1972,111.58
1/11/1972,112.67
2/11/1972,113.23
3/11/1972,114.22
6/11/1972,113.98
8/11/1972,113.35
9/11/1972,113.5
10/11/1972,113.73
13/11/1972,113.9
14/11/1972,114.95
15/11/1972,114.5
16/11/1972,115.13
17/11/1972,115.49
20/11/1972,115.53
21/11/1972,116.21
22/11/1972,116.9
24/11/1972,117.27
27/11/1972,116.72
28/11/1972,116.47
29/11/1972,116.52
30/11/1972,116.67
1/12/1972,117.38
4/12/1972,117.77
5/12/1972,117.58
6/12/1972,118.01
7/12/1972,118.6
8/12/1972,118.86
11/12/1972,119.12
12/12/1972,118.66
13/12/1972,118.56
14/12/1972,118.24
15/12/1972,118.26
18/12/1972,116.9
19/12/1972,116.34
20/12/1972,115.95
21/12/1972,115.11
22/12/1972,115.83
26/12/1972,116.3
27/12/1972,116.93
29/12/1972,118.05
2/1/1973,119.1
3/1/1973,119.57
4/1/1973,119.4
5/1/1973,119.87
8/1/1973,119.85
9/1/1973,119.73
10/1/1973,119.43
11/1/1973,120.24
12/1/1973,119.3
15/1/1973,118.44
16/1/1973,118.14
17/1/1973,118.68
18/1/1973,118.85
19/1/1973,118.78
22/1/1973,118.21
23/1/1973,118.22
24/1/1973,116.73
26/1/1973,116.45
29/1/1973,116.01
30/1/1973,115.83
31/1/1973,116.03
1/2/1973,114.76
2/2/1973,114.35
5/2/1973,114.23
6/2/1973,114.45
7/2/1973,113.66
8/2/1973,113.16
9/2/1973,114.68
12/2/1973,116.06
13/2/1973,116.78
14/2/1973,115.1
15/2/1973,114.45
16/2/1973,114.98
20/2/1973,115.4
21/2/1973,114.69
22/2/1973,114.44
23/2/1973,113.16
26/2/1973,112.19
27/2/1973,110.9
28/2/1973,111.68
1/3/1973,111.05
2/3/1973,112.28
5/3/1973,112.68
6/3/1973,114.1
7/3/1973,114.45
8/3/1973,114.23
9/3/1973,113.79
12/3/1973,113.86
13/3/1973,114.48
14/3/1973,114.98
15/3/1973,114.12
16/3/1973,113.54
19/3/1973,112.17
20/3/1973,111.95
21/3/1973,110.49
22/3/1973,108.84
23/3/1973,108.88
26/3/1973,109.84
27/3/1973,111.56
28/3/1973,111.62
29/3/1973,112.71
30/3/1973,111.52
2/4/1973,110.18
3/4/1973,109.24
4/4/1973,108.77
5/4/1973,108.52
6/4/1973,109.28
9/4/1973,110.86
10/4/1973,112.21
11/4/1973,112.68
12/4/1973,112.58
13/4/1973,112.08
16/4/1973,111.44
17/4/1973,110.94
18/4/1973,111.54
19/4/1973,112.17
23/4/1973,111.57
24/4/1973,109.99
25/4/1973,108.34
26/4/1973,108.89
27/4/1973,107.23
30/4/1973,106.97
1/5/1973,107.1
2/5/1973,108.43
3/5/1973,110.22
4/5/1973,111
7/5/1973,110.53
8/5/1973,111.25
9/5/1973,110.44
10/5/1973,109.54
11/5/1973,108.17
14/5/1973,105.9
15/5/1973,106.57
16/5/1973,106.43
17/5/1973,105.56
18/5/1973,103.86
21/5/1973,102.73
22/5/1973,103.58
23/5/1973,104.07
24/5/1973,107.14
25/5/1973,107.94
29/5/1973,107.51
30/5/1973,105.91
31/5/1973,104.95
1/6/1973,103.93
4/6/1973,102.97
5/6/1973,104.62
6/6/1973,104.31
7/6/1973,105.84
8/6/1973,107.03
11/6/1973,106.7
12/6/1973,108.29
13/6/1973,107.6
14/6/1973,106.4
15/6/1973,105.1
18/6/1973,103.6
19/6/1973,103.99
20/6/1973,104.44
21/6/1973,103.21
22/6/1973,103.7
25/6/1973,102.25
26/6/1973,103.3
27/6/1973,103.62
28/6/1973,104.69
29/6/1973,104.26
2/7/1973,102.9
3/7/1973,101.87
5/7/1973,101.78
6/7/1973,101.28
9/7/1973,102.14
10/7/1973,103.52
11/7/1973,105.8
12/7/1973,105.5
13/7/1973,104.09
16/7/1973,105.67
17/7/1973,105.72
18/7/1973,106.35
19/7/1973,106.55
20/7/1973,107.14
23/7/1973,107.52
24/7/1973,108.14
25/7/1973,109.64
26/7/1973,109.85
27/7/1973,109.59
30/7/1973,109.25
31/7/1973,108.22
1/8/1973,106.83
2/8/1973,106.67
3/8/1973,106.49
6/8/1973,106.73
7/8/1973,106.55
8/8/1973,105.55
9/8/1973,105.61
10/8/1973,104.77
13/8/1973,103.71
14/8/1973,102.71
15/8/1973,103.01
16/8/1973,102.29
17/8/1973,102.31
20/8/1973,101.61
21/8/1973,100.89
22/8/1973,100.53
23/8/1973,101.91
24/8/1973,101.62
27/8/1973,102.42
28/8/1973,103.02
29/8/1973,104.03
30/8/1973,103.88
31/8/1973,104.25
4/9/1973,104.51
5/9/1973,104.64
6/9/1973,105.15
7/9/1973,104.76
10/9/1973,103.85
11/9/1973,103.22
12/9/1973,103.06
13/9/1973,103.36
14/9/1973,104.44
17/9/1973,104.15
18/9/1973,103.77
19/9/1973,105.88
20/9/1973,106.76
21/9/1973,107.2
24/9/1973,107.36
25/9/1973,108.05
26/9/1973,108.83
27/9/1973,109.08
28/9/1973,108.43
1/10/1973,108.21
2/10/1973,108.79
3/10/1973,108.78
4/10/1973,108.41
5/10/1973,109.85
8/10/1973,110.23
9/10/1973,110.13
10/10/1973,109.22
11/10/1973,111.09
12/10/1973,111.44
15/10/1973,110.05
16/10/1973,110.19
17/10/1973,109.97
18/10/1973,110.01
19/10/1973,110.22
22/10/1973,109.16
23/10/1973,109.75
24/10/1973,110.27
25/10/1973,110.5
26/10/1973,111.38
29/10/1973,111.15
30/10/1973,109.33
31/10/1973,108.29
1/11/1973,107.69
2/11/1973,107.07
5/11/1973,105.52
