Dates,PX_LAST
#NAME?,16.66
4/1/1950,16.85
5/1/1950,16.93
6/1/1950,16.98
9/1/1950,17.08
10/1/1950,17.03
11/1/1950,17.09
12/1/1950,16.76
13/1/1950,16.67
16/1/1950,16.72
17/1/1950,16.86
18/1/1950,16.85
19/1/1950,16.87
20/1/1950,16.9
23/1/1950,16.92
24/1/1950,16.86
25/1/1950,16.74
26/1/1950,16.73
27/1/1950,16.82
30/1/1950,17.02
31/1/1950,17.05
1/2/1950,17.05
2/2/1950,17.23
3/2/1950,17.29
6/2/1950,17.32
7/2/1950,17.23
8/2/1950,17.21
9/2/1950,17.28
10/2/1950,17.24
14/2/1950,17.06
15/2/1950,17.06
16/2/1950,16.99
17/2/1950,17.15
20/2/1950,17.2
21/2/1950,17.17
23/2/1950,17.21
24/2/1950,17.28
27/2/1950,17.28
28/2/1950,17.22
1/3/1950,17.24
2/3/1950,17.23
3/3/1950,17.29
6/3/1950,17.32
7/3/1950,17.2
8/3/1950,17.19
9/3/1950,17.07
10/3/1950,17.09
13/3/1950,17.12
14/3/1950,17.25
15/3/1950,17.45
16/3/1950,17.49
17/3/1950,17.45
20/3/1950,17.44
21/3/1950,17.45
22/3/1950,17.55
23/3/1950,17.56
24/3/1950,17.56
27/3/1950,17.46
28/3/1950,17.53
29/3/1950,17.44
30/3/1950,17.3
31/3/1950,17.29
3/4/1950,17.53
4/4/1950,17.55
5/4/1950,17.63
6/4/1950,17.78
10/4/1950,17.85
11/4/1950,17.75
12/4/1950,17.94
13/4/1950,17.98
14/4/1950,17.96
17/4/1950,17.88
18/4/1950,18.03
19/4/1950,18.05
20/4/1950,17.93
21/4/1950,17.96
24/4/1950,17.83
25/4/1950,17.83
26/4/1950,17.76
27/4/1950,17.86
28/4/1950,17.96
1/5/1950,18.22
2/5/1950,18.11
3/5/1950,18.27
4/5/1950,18.12
5/5/1950,18.22
8/5/1950,18.27
9/5/1950,18.27
10/5/1950,18.29
11/5/1950,18.29
12/5/1950,18.18
15/5/1950,18.26
16/5/1950,18.44
17/5/1950,18.52
18/5/1950,18.56
19/5/1950,18.68
22/5/1950,18.6
23/5/1950,18.71
24/5/1950,18.69
25/5/1950,18.69
26/5/1950,18.67
29/5/1950,18.72
31/5/1950,18.78
1/6/1950,18.77
2/6/1950,18.79
5/6/1950,18.6
6/6/1950,18.88
7/6/1950,18.93
8/6/1950,19.14
9/6/1950,19.26
12/6/1950,19.4
13/6/1950,19.25
14/6/1950,18.98
15/6/1950,18.93
16/6/1950,18.97
19/6/1950,18.92
20/6/1950,18.83
21/6/1950,19
22/6/1950,19.16
23/6/1950,19.14
26/6/1950,18.11
27/6/1950,17.91
28/6/1950,18.11
29/6/1950,17.44
30/6/1950,17.69
3/7/1950,17.64
5/7/1950,17.81
6/7/1950,17.91
7/7/1950,17.67
10/7/1950,17.59
11/7/1950,17.32
12/7/1950,16.87
13/7/1950,16.69
14/7/1950,16.87
17/7/1950,16.68
18/7/1950,17.06
19/7/1950,17.36
20/7/1950,17.61
21/7/1950,17.59
24/7/1950,17.48
25/7/1950,17.23
26/7/1950,17.27
27/7/1950,17.5
28/7/1950,17.69
31/7/1950,17.84
1/8/1950,18.02
2/8/1950,17.95
3/8/1950,17.99
4/8/1950,18.14
7/8/1950,18.41
8/8/1950,18.46
9/8/1950,18.61
10/8/1950,18.48
11/8/1950,18.28
14/8/1950,18.29
15/8/1950,18.32
16/8/1950,18.34
17/8/1950,18.54
18/8/1950,18.68
21/8/1950,18.7
22/8/1950,18.68
23/8/1950,18.82
24/8/1950,18.79
25/8/1950,18.54
28/8/1950,18.53
29/8/1950,18.54
30/8/1950,18.43
31/8/1950,18.42
1/9/1950,18.55
5/9/1950,18.68
6/9/1950,18.54
7/9/1950,18.59
8/9/1950,18.75
11/9/1950,18.61
12/9/1950,18.87
13/9/1950,19.09
14/9/1950,19.18
15/9/1950,19.29
18/9/1950,19.37
19/9/1950,19.31
20/9/1950,19.21
21/9/1950,19.37
22/9/1950,19.44
25/9/1950,19.42
26/9/1950,19.14
27/9/1950,19.41
28/9/1950,19.42
29/9/1950,19.45
2/10/1950,19.69
3/10/1950,19.66
4/10/1950,20
5/10/1950,19.89
6/10/1950,20.12
9/10/1950,20
10/10/1950,19.78
11/10/1950,19.86
13/10/1950,19.85
16/10/1950,19.71
17/10/1950,19.89
18/10/1950,20.01
19/10/1950,20.02
20/10/1950,19.96
23/10/1950,19.96
24/10/1950,20.08
25/10/1950,20.05
26/10/1950,19.61
27/10/1950,19.77
30/10/1950,19.61
31/10/1950,19.53
1/11/1950,19.56
2/11/1950,19.73
3/11/1950,19.85
6/11/1950,19.36
8/11/1950,19.56
9/11/1950,19.79
10/11/1950,19.94
13/11/1950,20.01
14/11/1950,19.86
15/11/1950,19.82
16/11/1950,19.72
17/11/1950,19.86
20/11/1950,19.93
21/11/1950,19.88
22/11/1950,20.16
24/11/1950,20.32
27/11/1950,20.18
28/11/1950,19.56
29/11/1950,19.37
30/11/1950,19.51
1/12/1950,19.66
4/12/1950,19
5/12/1950,19.31
6/12/1950,19.45
7/12/1950,19.4
8/12/1950,19.4
11/12/1950,19.72
12/12/1950,19.68
13/12/1950,19.67
14/12/1950,19.43
15/12/1950,19.33
18/12/1950,19.85
19/12/1950,19.96
20/12/1950,19.97
21/12/1950,19.98
22/12/1950,20.07
26/12/1950,19.92
27/12/1950,20.3
28/12/1950,20.38
29/12/1950,20.43
2/1/1951,20.77
3/1/1951,20.69
4/1/1951,20.87
5/1/1951,20.87
8/1/1951,21
9/1/1951,21.12
10/1/1951,20.85
11/1/1951,21.19
12/1/1951,21.11
15/1/1951,21.3
16/1/1951,21.46
17/1/1951,21.55
18/1/1951,21.4
19/1/1951,21.36
22/1/1951,21.18
23/1/1951,21.26
24/1/1951,21.16
25/1/1951,21.03
26/1/1951,21.26
29/1/1951,21.67
30/1/1951,21.74
31/1/1951,21.66
1/2/1951,21.77
2/2/1951,21.96
5/2/1951,22.2
6/2/1951,22.12
7/2/1951,21.99
8/2/1951,22.09
9/2/1951,22.17
13/2/1951,22.18
14/2/1951,22.12
15/2/1951,22
16/2/1951,22.13
19/2/1951,21.83
20/2/1951,21.79
21/2/1951,21.86
23/2/1951,21.92
26/2/1951,21.93
27/2/1951,21.76
28/2/1951,21.8
1/3/1951,21.85
2/3/1951,21.93
5/3/1951,21.79
6/3/1951,21.79
7/3/1951,21.86
8/3/1951,21.95
9/3/1951,21.95
12/3/1951,21.7
13/3/1951,21.41
14/3/1951,21.25
15/3/1951,21.29
16/3/1951,21.64
19/3/1951,21.56
20/3/1951,21.52
21/3/1951,21.64
22/3/1951,21.73
26/3/1951,21.53
27/3/1951,21.51
28/3/1951,21.26
29/3/1951,21.33
30/3/1951,21.48
2/4/1951,21.32
3/4/1951,21.26
4/4/1951,21.4
5/4/1951,21.69
6/4/1951,21.72
9/4/1951,21.68
10/4/1951,21.65
11/4/1951,21.64
12/4/1951,21.83
13/4/1951,22.09
16/4/1951,22.04
17/4/1951,22.09
18/4/1951,22.13
19/4/1951,22.04
20/4/1951,22.04
23/4/1951,22.05
24/4/1951,21.96
25/4/1951,21.97
26/4/1951,22.16
27/4/1951,22.39
30/4/1951,22.43
1/5/1951,22.53
2/5/1951,22.62
3/5/1951,22.81
4/5/1951,22.77
7/5/1951,22.63
8/5/1951,22.61
9/5/1951,22.64
10/5/1951,22.51
11/5/1951,22.33
14/5/1951,22.18
15/5/1951,21.76
16/5/1951,21.69
17/5/1951,21.91
18/5/1951,21.51
21/5/1951,21.46
22/5/1951,21.36
23/5/1951,21.16
24/5/1951,21.05
25/5/1951,21.03
28/5/1951,21.21
29/5/1951,21.35
31/5/1951,21.52
1/6/1951,21.48
4/6/1951,21.24
5/6/1951,21.33
6/6/1951,21.48
7/6/1951,21.56
8/6/1951,21.49
11/6/1951,21.61
12/6/1951,21.52
13/6/1951,21.55
14/6/1951,21.84
15/6/1951,22.04
18/6/1951,22.05
19/6/1951,22.02
20/6/1951,21.91
21/6/1951,21.78
22/6/1951,21.55
25/6/1951,21.29
26/6/1951,21.3
27/6/1951,21.37
28/6/1951,21.1
29/6/1951,20.96
2/7/1951,21.1
3/7/1951,21.23
5/7/1951,21.64
6/7/1951,21.64
9/7/1951,21.73
10/7/1951,21.63
11/7/1951,21.68
12/7/1951,21.8
13/7/1951,21.98
16/7/1951,21.73
17/7/1951,21.92
18/7/1951,21.88
19/7/1951,21.84
20/7/1951,21.88
23/7/1951,22.1
24/7/1951,22.44
25/7/1951,22.32
26/7/1951,22.47
27/7/1951,22.53
30/7/1951,22.63
31/7/1951,22.4
1/8/1951,22.51
2/8/1951,22.82
3/8/1951,22.85
6/8/1951,23.01
7/8/1951,23.03
8/8/1951,22.93
9/8/1951,22.84
10/8/1951,22.79
13/8/1951,22.8
14/8/1951,22.7
15/8/1951,22.79
16/8/1951,22.87
17/8/1951,22.94
20/8/1951,22.93
21/8/1951,22.83
22/8/1951,22.75
23/8/1951,22.9
24/8/1951,22.88
27/8/1951,22.85
28/8/1951,22.9
29/8/1951,23.08
30/8/1951,23.24
31/8/1951,23.28
4/9/1951,23.28
5/9/1951,23.42
6/9/1951,23.47
7/9/1951,23.53
10/9/1951,23.62
11/9/1951,23.5
12/9/1951,23.6
13/9/1951,23.71
14/9/1951,23.69
17/9/1951,23.62
18/9/1951,23.59
19/9/1951,23.59
20/9/1951,23.57
21/9/1951,23.4
24/9/1951,23.3
25/9/1951,23.38
26/9/1951,23.4
27/9/1951,23.27
28/9/1951,23.26
1/10/1951,23.47
2/10/1951,23.64
3/10/1951,23.79
4/10/1951,23.72
5/10/1951,23.78
8/10/1951,23.75
9/10/1951,23.65
10/10/1951,23.61
11/10/1951,23.7
15/10/1951,23.85
16/10/1951,23.77
17/10/1951,23.69
18/10/1951,23.67
19/10/1951,23.32
22/10/1951,22.75
23/10/1951,22.84
24/10/1951,23.03
25/10/1951,22.96
26/10/1951,22.81
29/10/1951,22.69
30/10/1951,22.66
31/10/1951,22.94
1/11/1951,23.1
2/11/1951,22.93
5/11/1951,22.82
7/11/1951,22.49
8/11/1951,22.47
9/11/1951,22.75
13/11/1951,22.79
14/11/1951,22.85
15/11/1951,22.84
16/11/1951,22.82
19/11/1951,22.73
20/11/1951,22.68
21/11/1951,22.64
23/11/1951,22.4
26/11/1951,22.43
27/11/1951,22.66
28/11/1951,22.61
29/11/1951,22.67
30/11/1951,22.88
3/12/1951,23.01
4/12/1951,23.14
5/12/1951,23.07
6/12/1951,23.34
7/12/1951,23.38
10/12/1951,23.42
11/12/1951,23.3
12/12/1951,23.37
13/12/1951,23.39
14/12/1951,23.37
17/12/1951,23.41
18/12/1951,23.49
19/12/1951,23.57
20/12/1951,23.57
21/12/1951,23.51
24/12/1951,23.54
26/12/1951,23.44
27/12/1951,23.65
28/12/1951,23.69
31/12/1951,23.77
2/1/1952,23.8
3/1/1952,23.88
4/1/1952,23.92
7/1/1952,23.91
8/1/1952,23.82
9/1/1952,23.74
10/1/1952,23.86
11/1/1952,23.98
14/1/1952,24.16
15/1/1952,24.06
16/1/1952,24.09
17/1/1952,24.2
18/1/1952,24.25
21/1/1952,24.46
22/1/1952,24.66
23/1/1952,24.54
24/1/1952,24.56
25/1/1952,24.55
28/1/1952,24.61
29/1/1952,24.57
30/1/1952,24.23
31/1/1952,24.14
1/2/1952,24.3
4/2/1952,24.12
5/2/1952,24.11
6/2/1952,24.18
7/2/1952,24.11
8/2/1952,24.24
11/2/1952,24.11
13/2/1952,23.92
14/2/1952,23.87
15/2/1952,23.86
18/2/1952,23.74
19/2/1952,23.36
20/2/1952,23.09
21/2/1952,23.16
25/2/1952,23.23
26/2/1952,23.15
27/2/1952,23.18
28/2/1952,23.29
29/2/1952,23.26
3/3/1952,23.29
4/3/1952,23.68
5/3/1952,23.71
6/3/1952,23.69
7/3/1952,23.72
10/3/1952,23.6
11/3/1952,23.62
12/3/1952,23.73
13/3/1952,23.75
14/3/1952,23.75
17/3/1952,23.92
18/3/1952,23.87
19/3/1952,23.82
20/3/1952,23.89
21/3/1952,23.93
24/3/1952,23.93
25/3/1952,23.79
26/3/1952,23.78
27/3/1952,23.99
28/3/1952,24.18
31/3/1952,24.37
1/4/1952,24.18
2/4/1952,24.12
3/4/1952,24.12
4/4/1952,24.02
7/4/1952,23.8
8/4/1952,23.91
9/4/1952,23.94
10/4/1952,24.11
14/4/1952,23.95
15/4/1952,23.65
16/4/1952,23.58
17/4/1952,23.41
18/4/1952,23.5
21/4/1952,23.69
22/4/1952,23.58
23/4/1952,23.48
24/4/1952,23.43
25/4/1952,23.54
28/4/1952,23.55
29/4/1952,23.49
30/4/1952,23.32
1/5/1952,23.17
2/5/1952,23.56
5/5/1952,23.66
6/5/1952,23.67
7/5/1952,23.81
8/5/1952,23.86
9/5/1952,23.84
12/5/1952,23.75
13/5/1952,23.78
14/5/1952,23.68
15/5/1952,23.6
16/5/1952,23.56
19/5/1952,23.61
20/5/1952,23.74
21/5/1952,23.78
22/5/1952,23.91
23/5/1952,23.89
26/5/1952,23.94
27/5/1952,23.88
28/5/1952,23.84
29/5/1952,23.86
2/6/1952,23.8
3/6/1952,23.78
4/6/1952,23.95
5/6/1952,24.1
6/6/1952,24.26
9/6/1952,24.37
10/6/1952,24.23
11/6/1952,24.31
12/6/1952,24.31
13/6/1952,24.37
16/6/1952,24.3
17/6/1952,24.33
18/6/1952,24.43
19/6/1952,24.51
20/6/1952,24.59
23/6/1952,24.56
24/6/1952,24.6
25/6/1952,24.66
26/6/1952,24.75
27/6/1952,24.83
30/6/1952,24.96
1/7/1952,25.12
2/7/1952,25.06
3/7/1952,25.05
7/7/1952,24.97
8/7/1952,24.96
9/7/1952,24.86
10/7/1952,24.81
11/7/1952,24.98
14/7/1952,25.03
15/7/1952,25.16
16/7/1952,25.16
17/7/1952,25.05
18/7/1952,24.85
21/7/1952,24.95
22/7/1952,25
23/7/1952,25.11
24/7/1952,25.24
25/7/1952,25.16
28/7/1952,25.2
29/7/1952,25.26
30/7/1952,25.37
31/7/1952,25.4
1/8/1952,25.45
4/8/1952,25.43
5/8/1952,25.46
6/8/1952,25.44
7/8/1952,25.52
8/8/1952,25.55
11/8/1952,25.52
12/8/1952,25.31
13/8/1952,25.28
14/8/1952,25.28
15/8/1952,25.2
18/8/1952,24.94
19/8/1952,24.89
20/8/1952,24.95
21/8/1952,24.98
22/8/1952,24.99
25/8/1952,24.87
26/8/1952,24.83
27/8/1952,24.94
28/8/1952,24.97
29/8/1952,25.03
2/9/1952,25.15
3/9/1952,25.25
4/9/1952,25.24
5/9/1952,25.21
8/9/1952,25.11
9/9/1952,24.86
10/9/1952,24.69
11/9/1952,24.72
12/9/1952,24.71
15/9/1952,24.45
16/9/1952,24.53
17/9/1952,24.58
18/9/1952,24.51
19/9/1952,24.57
22/9/1952,24.59
23/9/1952,24.7
24/9/1952,24.79
25/9/1952,24.81
26/9/1952,24.73
29/9/1952,24.68
30/9/1952,24.54
1/10/1952,24.48
2/10/1952,24.52
3/10/1952,24.5
6/10/1952,24.44
7/10/1952,24.4
8/10/1952,24.58
9/10/1952,24.57
10/10/1952,24.55
14/10/1952,24.48
15/10/1952,24.06
16/10/1952,23.91
17/10/1952,24.2
20/10/1952,24.13
21/10/1952,24.07
22/10/1952,23.8
23/10/1952,23.87
24/10/1952,24.03
27/10/1952,24.09
28/10/1952,24.13
29/10/1952,24.15
30/10/1952,24.15
31/10/1952,24.52
3/11/1952,24.6
5/11/1952,24.67
6/11/1952,24.77
7/11/1952,24.78
10/11/1952,24.77
12/11/1952,24.65
13/11/1952,24.71
14/11/1952,24.75
17/11/1952,24.8
18/11/1952,25.16
19/11/1952,25.33
20/11/1952,25.28
21/11/1952,25.27
24/11/1952,25.42
25/11/1952,25.36
26/11/1952,25.52
28/11/1952,25.66
1/12/1952,25.68
2/12/1952,25.74
3/12/1952,25.71
4/12/1952,25.61
5/12/1952,25.62
8/12/1952,25.76
9/12/1952,25.93
10/12/1952,25.98
11/12/1952,25.96
12/12/1952,26.04
15/12/1952,26.04
16/12/1952,26.07
17/12/1952,26.04
18/12/1952,26.03
19/12/1952,26.15
22/12/1952,26.3
23/12/1952,26.19
24/12/1952,26.21
26/12/1952,26.25
29/12/1952,26.4
30/12/1952,26.59
31/12/1952,26.57
2/1/1953,26.54
5/1/1953,26.66
6/1/1953,26.48
7/1/1953,26.37
8/1/1953,26.33
9/1/1953,26.08
12/1/1953,25.86
13/1/1953,26.02
14/1/1953,26.08
15/1/1953,26.13
16/1/1953,26.02
19/1/1953,26.01
20/1/1953,26.14
21/1/1953,26.09
22/1/1953,26.12
23/1/1953,26.07
26/1/1953,26.02
27/1/1953,26.05
28/1/1953,26.13
29/1/1953,26.2
30/1/1953,26.38
2/2/1953,26.51
3/2/1953,26.54
4/2/1953,26.42
5/2/1953,26.15
6/2/1953,25.81
9/2/1953,25.69
10/2/1953,25.62
11/2/1953,25.64
13/2/1953,25.74
16/2/1953,25.65
17/2/1953,25.5
18/2/1953,25.48
19/2/1953,25.57
20/2/1953,25.63
24/2/1953,25.75
25/2/1953,25.91
26/2/1953,25.95
27/2/1953,25.9
2/3/1953,25.93
3/3/1953,26
4/3/1953,25.78
5/3/1953,25.79
6/3/1953,25.84
9/3/1953,25.83
10/3/1953,25.91
11/3/1953,26.12
12/3/1953,26.13
13/3/1953,26.18
16/3/1953,26.22
17/3/1953,26.33
18/3/1953,26.24
19/3/1953,26.22
20/3/1953,26.18
23/3/1953,26.02
24/3/1953,26.17
25/3/1953,26.1
26/3/1953,25.95
27/3/1953,25.99
30/3/1953,25.61
31/3/1953,25.29
1/4/1953,25.25
2/4/1953,25.23
6/4/1953,24.61
7/4/1953,24.71
8/4/1953,24.93
9/4/1953,24.88
10/4/1953,24.82
13/4/1953,24.77
14/4/1953,24.86
15/4/1953,24.96
16/4/1953,24.91
17/4/1953,24.62
20/4/1953,24.73
21/4/1953,24.67
22/4/1953,24.46
23/4/1953,24.19
24/4/1953,24.2
27/4/1953,24.34
28/4/1953,24.52
29/4/1953,24.68
30/4/1953,24.62
1/5/1953,24.73
4/5/1953,25
5/5/1953,25.03
6/5/1953,25
7/5/1953,24.9
8/5/1953,24.96
11/5/1953,24.91
12/5/1953,24.74
13/5/1953,24.73
14/5/1953,24.85
15/5/1953,24.84
18/5/1953,24.75
19/5/1953,24.7
20/5/1953,24.93
21/5/1953,25.06
22/5/1953,25.03
25/5/1953,24.99
26/5/1953,24.87
27/5/1953,24.64
28/5/1953,24.46
29/5/1953,24.54
1/6/1953,24.15
2/6/1953,24.22
3/6/1953,24.18
4/6/1953,24.03
5/6/1953,24.09
8/6/1953,24.01
9/6/1953,23.6
10/6/1953,23.54
11/6/1953,23.75
12/6/1953,23.82
15/6/1953,23.62
16/6/1953,23.55
17/6/1953,23.85
18/6/1953,23.84
19/6/1953,23.84
22/6/1953,23.96
23/6/1953,24.12
24/6/1953,24.09
25/6/1953,24.19
26/6/1953,24.21
29/6/1953,24.14
30/6/1953,24.14
1/7/1953,24.24
2/7/1953,24.31
3/7/1953,24.36
6/7/1953,24.38
7/7/1953,24.51
8/7/1953,24.5
9/7/1953,24.43
10/7/1953,24.41
13/7/1953,24.17
14/7/1953,24.08
15/7/1953,24.15
16/7/1953,24.18
17/7/1953,24.35
20/7/1953,24.22
21/7/1953,24.16
22/7/1953,24.19
23/7/1953,24.23
24/7/1953,24.23
27/7/1953,24.07
28/7/1953,24.11
29/7/1953,24.26
30/7/1953,24.49
31/7/1953,24.75
3/8/1953,24.84
4/8/1953,24.78
5/8/1953,24.68
6/8/1953,24.8
7/8/1953,24.78
10/8/1953,24.75
11/8/1953,24.72
12/8/1953,24.78
13/8/1953,24.73
14/8/1953,24.62
17/8/1953,24.56
18/8/1953,24.46
19/8/1953,24.31
20/8/1953,24.29
21/8/1953,24.35
24/8/1953,24.09
25/8/1953,23.93
26/8/1953,23.86
27/8/1953,23.79
28/8/1953,23.74
31/8/1953,23.32
1/9/1953,23.42
2/9/1953,23.56
3/9/1953,23.51
4/9/1953,23.57
8/9/1953,23.61
9/9/1953,23.65
10/9/1953,23.41
11/9/1953,23.14
14/9/1953,22.71
15/9/1953,22.9
16/9/1953,23.01
17/9/1953,23.07
18/9/1953,23.95
21/9/1953,22.88
22/9/1953,23.2
23/9/1953,23.23
24/9/1953,23.24
25/9/1953,23.3
28/9/1953,23.45
29/9/1953,23.49
30/9/1953,23.35
1/10/1953,23.49
2/10/1953,23.59
5/10/1953,23.48
6/10/1953,23.39
7/10/1953,23.58
8/10/1953,23.62
9/10/1953,23.66
13/10/1953,23.57
14/10/1953,23.68
15/10/1953,23.95
16/10/1953,24.14
19/10/1953,24.16
20/10/1953,24.17
21/10/1953,24.19
22/10/1953,24.3
23/10/1953,24.35
26/10/1953,24.31
27/10/1953,24.26
28/10/1953,24.29
29/10/1953,24.58
30/10/1953,24.54
2/11/1953,24.66
4/11/1953,24.51
5/11/1953,24.64
6/11/1953,24.61
9/11/1953,24.66
10/11/1953,24.37
12/11/1953,24.46
13/11/1953,24.54
16/11/1953,24.38
17/11/1953,24.25
18/11/1953,24.29
19/11/1953,24.4
20/11/1953,24.44
23/11/1953,24.36
24/11/1953,24.5
25/11/1953,24.52
27/11/1953,24.66
30/11/1953,24.76
1/12/1953,24.78
2/12/1953,24.95
3/12/1953,24.97
4/12/1953,24.98
7/12/1953,24.95
8/12/1953,24.87
9/12/1953,24.84
10/12/1953,24.78
11/12/1953,24.76
14/12/1953,24.69
15/12/1953,24.71
16/12/1953,24.96
17/12/1953,24.94
18/12/1953,24.99
21/12/1953,24.95
22/12/1953,24.76
23/12/1953,24.69
24/12/1953,24.8
28/12/1953,24.71
29/12/1953,24.55
30/12/1953,24.76
31/12/1953,24.81
4/1/1954,24.95
5/1/1954,25.1
6/1/1954,25.14
7/1/1954,25.06
8/1/1954,24.93
11/1/1954,24.8
12/1/1954,24.93
13/1/1954,25.07
14/1/1954,25.19
15/1/1954,25.43
18/1/1954,25.43
19/1/1954,25.68
20/1/1954,25.75
21/1/1954,25.79
22/1/1954,25.85
25/1/1954,25.93
26/1/1954,26.09
27/1/1954,26.01
28/1/1954,26.02
29/1/1954,26.08
1/2/1954,25.99
2/2/1954,25.92
3/2/1954,26.01
4/2/1954,26.2
5/2/1954,26.3
8/2/1954,26.23
9/2/1954,26.17
10/2/1954,26.14
11/2/1954,26.06
12/2/1954,26.12
15/2/1954,26.04
16/2/1954,25.81
17/2/1954,25.86
18/2/1954,25.96
19/2/1954,25.92
23/2/1954,25.83
24/2/1954,25.83
25/2/1954,25.91
26/2/1954,26.15
1/3/1954,26.25
2/3/1954,26.32
3/3/1954,26.32
4/3/1954,26.41
5/3/1954,26.52
8/3/1954,26.45
9/3/1954,26.51
10/3/1954,26.57
11/3/1954,26.69
12/3/1954,26.69
15/3/1954,26.57
16/3/1954,26.56
17/3/1954,26.62
18/3/1954,26.73
19/3/1954,26.81
22/3/1954,26.79
23/3/1954,26.6
24/3/1954,26.47
25/3/1954,26.42
26/3/1954,26.56
29/3/1954,26.66
30/3/1954,26.69
31/3/1954,26.94
1/4/1954,27.17
2/4/1954,27.21
5/4/1954,27.26
6/4/1954,27.01
7/4/1954,27.11
8/4/1954,27.38
9/4/1954,27.58
12/4/1954,27.57
13/4/1954,27.64
14/4/1954,27.85
15/4/1954,27.94
19/4/1954,27.76
20/4/1954,27.75
21/4/1954,27.64
22/4/1954,27.68
23/4/1954,27.78
26/4/1954,27.88
27/4/1954,27.76
28/4/1954,27.76
29/4/1954,28.18
30/4/1954,28.26
3/5/1954,28.21
4/5/1954,28.28
5/5/1954,28.29
6/5/1954,28.51
7/5/1954,28.65
10/5/1954,28.62
11/5/1954,28.49
12/5/1954,28.72
13/5/1954,28.56
14/5/1954,28.8
17/5/1954,28.84
18/5/1954,28.85
19/5/1954,28.72
20/5/1954,28.82
21/5/1954,28.99
24/5/1954,29
25/5/1954,28.93
26/5/1954,29.17
27/5/1954,29.05
28/5/1954,29.19
1/6/1954,29.19
2/6/1954,29.16
3/6/1954,29.15
4/6/1954,29.1
7/6/1954,28.99
8/6/1954,28.34
9/6/1954,28.15
10/6/1954,28.34
11/6/1954,28.58
14/6/1954,28.62
15/6/1954,28.83
16/6/1954,29.04
17/6/1954,28.96
18/6/1954,29.04
21/6/1954,29.06
22/6/1954,29.08
23/6/1954,29.13
24/6/1954,29.26
25/6/1954,29.2
28/6/1954,29.28
29/6/1954,29.43
30/6/1954,29.21
1/7/1954,29.21
2/7/1954,29.59
6/7/1954,29.92
7/7/1954,29.94
8/7/1954,29.94
9/7/1954,30.14
12/7/1954,30.12
13/7/1954,30.02
14/7/1954,30.09
15/7/1954,30.19
16/7/1954,30.06
19/7/1954,29.98
20/7/1954,29.84
21/7/1954,30.03
22/7/1954,30.27
23/7/1954,30.31
26/7/1954,30.34
27/7/1954,30.52
28/7/1954,30.58
29/7/1954,30.69
30/7/1954,30.88
2/8/1954,30.99
3/8/1954,30.93
4/8/1954,30.9
5/8/1954,30.77
6/8/1954,30.38
9/8/1954,30.12
10/8/1954,30.37
11/8/1954,30.72
12/8/1954,30.59
13/8/1954,30.72
16/8/1954,31.05
17/8/1954,31.12
18/8/1954,31.09
19/8/1954,31.16
20/8/1954,31.21
23/8/1954,31
24/8/1954,30.87
25/8/1954,30.65
26/8/1954,30.57
27/8/1954,30.66
30/8/1954,30.35
31/8/1954,29.83
1/9/1954,30.04
2/9/1954,30.27
3/9/1954,30.5
7/9/1954,30.66
8/9/1954,30.68
9/9/1954,30.73
10/9/1954,30.84
13/9/1954,31.12
14/9/1954,31.28
15/9/1954,31.29
16/9/1954,31.46
17/9/1954,31.71
20/9/1954,31.57
21/9/1954,31.79
22/9/1954,32
23/9/1954,32.18
24/9/1954,32.4
27/9/1954,32.53
28/9/1954,32.69
29/9/1954,32.5
30/9/1954,32.31
1/10/1954,32.29
4/10/1954,32.47
5/10/1954,32.63
6/10/1954,32.76
7/10/1954,32.69
8/10/1954,32.67
11/10/1954,32.41
12/10/1954,32.28
13/10/1954,32.27
14/10/1954,31.88
15/10/1954,31.71
18/10/1954,31.83
19/10/1954,31.91
20/10/1954,32.17
21/10/1954,32.13
22/10/1954,32.13
25/10/1954,31.96
26/10/1954,31.94
27/10/1954,32.02
28/10/1954,31.88
29/10/1954,31.68
1/11/1954,31.79
3/11/1954,32.44
4/11/1954,32.82
5/11/1954,32.71
8/11/1954,33.02
9/11/1954,33.15
10/11/1954,33.18
11/11/1954,33.47
12/11/1954,33.54
15/11/1954,33.47
16/11/1954,33.57
17/11/1954,33.63
18/11/1954,33.44
19/11/1954,33.45
22/11/1954,33.58
23/11/1954,34.03
24/11/1954,34.22
26/11/1954,34.55
29/11/1954,34.54
30/11/1954,34.24
1/12/1954,33.99
2/12/1954,34.18
3/12/1954,34.49
6/12/1954,34.76
7/12/1954,34.92
8/12/1954,34.86
9/12/1954,34.69
10/12/1954,34.56
13/12/1954,34.59
14/12/1954,34.35
15/12/1954,34.56
16/12/1954,34.93
17/12/1954,35.02
20/12/1954,35.33
21/12/1954,35.38
22/12/1954,35.34
23/12/1954,35.37
27/12/1954,35.07
28/12/1954,35.43
29/12/1954,35.74
30/12/1954,35.74
31/12/1954,35.98
3/1/1955,36.75
4/1/1955,36.42
5/1/1955,35.52
6/1/1955,35.04
7/1/1955,35.33
10/1/1955,35.79
11/1/1955,35.68
12/1/1955,35.58
13/1/1955,35.43
14/1/1955,35.28
17/1/1955,34.58
18/1/1955,34.8
19/1/1955,34.96
20/1/1955,35.13
21/1/1955,35.44
24/1/1955,35.52
25/1/1955,35.51
26/1/1955,35.95
27/1/1955,35.99
28/1/1955,36.19
31/1/1955,36.63
1/2/1955,36.72
2/2/1955,36.61
